id,title,authors,publisher,publishedDate,categories,averageRating,ratingsCount,pageCount,language,description
3l5CEAAAQBAJ,"Archive, Slow Ideology and Egodocuments as Microhistorical Autobiography",Sigurður Gylfi Magnússon,Routledge,2021-08-29,History,,,170,en,"This book aims to demonstrate how scholars in recent times have been utilizing egodocuments from various angles and providing an opening for the multivocality of the sources to be fully appreciated. The first part of the book is concerned with the significance of egodocuments, both for the individual him/herself who creates such documents, and also for the other, who receives them. The author approaches the subject on the basis of his own personal experience, and goes on to discuss the importanc"
gMyxDwAAQBAJ,A History of Energy Flows,Anthony N. Penna,Routledge,2019-09-18,Nature,,,287,en,"This book presents a global and historical perspective of energy flows during the last millennium. The search for sustainable energy is a key issue dominating today’s energy regime. This book details the historical evolution of energy, following the overlapping and slow flowing transitions from one regime to another. In doing so it seeks to provide insight into future energy transitions and the means of utilizing sustainable energy sources to reduce humanity’s fossil fuel footprint. The book beg"
Mk86jgEACAAJ,The Story of the Irish Race,Seumas MacManus,Andesite Press,2015-08-12,,,,758,en,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of "
bnUDEQAAQBAJ,A Cultural History of Genocide,Paul R Bartrop,,2024-11-14,History,,,0,en,A comprehensive six-volume reference work which thematically covers the history of genocide from antiquity through to the present day.
MlZhAAAAcAAJ,The History of England from the Accession of James the Second,Thomas Babington Macaulay,,1849,,,,430,en,
SIAO_OsNG_gC,Polis & Politics,"Pernille Flensted-Jensen, Thomas Heine Nielsen, Mogens Herman Hansen, Lene Rubinstein",Museum Tusculanum Press,2000,History,,,426,de,"Contains 35 articles devoted to different aspects of the Greek polis and is intended not only as a present for Mogens Herman Hansen on his sixtieth birthday, but also as a way of thanking him for his significant contributions to the field of Greek history over the past three decades."
DlSrswEACAAJ,Letters on the Study and Use of History,Henry St. John Bolingbroke (Viscount),,1742,History,,,,en,
6pbtAAAAMAAJ,The Second World War,Alan John Percivale Taylor,Perigee Books,1979,History,,,250,en,
IMu1zQEACAAJ,The Origins of Nationalism,Caspar Hirschi,,2012,HISTORY,,,241,en,"""In this wide-ranging work, Caspar Hirschi offers new perspectives on the origins of nationalism and the formation of European nations. Based on extensive study of written and visual sources dating from the ancient to the early modern period, the author re-integrates the history of pre-modern Europe into the study of nationalism, describing it as an unintended and unavoidable consequence of the legacy of Roman imperialism in the Middle Ages. Hirschi identifies the earliest nationalists among Ren"
s4ujtQEACAAJ,Humans,Tom Phillips,Wildfire,2019-04-04,Disasters,,,304,en,"***THE INTERNATIONAL BESTSELLER*** 'This book is brilliant. Utterly, utterly brilliant' Jeremy Clarkson 'F*cking brilliant' Sarah Knight AN EXHILARATING JOURNEY THROUGH THE MOST CREATIVE AND CATASTROPHIC F*CK-UPS OF HUMAN HISTORY In the seventy thousand years that modern human beings have walked this earth, we've come a long way. Art, science, culture, trade - on the evolutionary food chain, we're real winners. But, frankly, it's not exactly been plain sailing, and sometimes - just occasionally "
Yo3YswEACAAJ,A History of New York from the Beginning of the World to the End of the Dutch Dynasty. By: Washington Irving and By: Diedrich Knickerbocker,"Washington Irving, Diedrich Knickerbocker",Createspace Independent Publishing Platform,2018-02-06,,,,188,en,"Diedrich Knickerbocker, persona invented by American writer Washington Irving to narrate the burlesque A History of New York (1809). An eccentric 25-year-old scholar, Knickerbocker relates this comic history of Dutch settlers in the American colony of New Amsterdam, satirizing Dutch-American mannerisms and retelling Dutch legends. Knickerbocker also narrates Irving's story Rip Van Winkle. The word Knickerbocker became synonymous with Dutch Americans in New York state and, later, with all residen"
NMRyQgAACAAJ,Making History,Edward Palmer Thompson,,1994,History,,,364,en,A collection of twenty historical and review essays published over a period of thirty years covers topics ranging from Mary Wollstonecraft to the British family
e4beygEACAAJ,A History of Modern France,Jeremy D. Popkin,Routledge,2020,France,,,0,en,This book offers a framework to understand modern French history through a survey of the dramatic events that have punctuated its history from the eighteenth century to the present day. It is the ideal introduction to the history of modern France for students of this fascinating country.
jCh9BAAAQBAJ,Chinese and Americans,Guoqi Xu,Harvard University Press,2014-10-13,History,,,349,en,"Using culture rather than politics or economics as a reference point, Xu Guoqi highlights significant yet neglected cultural exchanges in which China and America have contributed to each other’s national development, building the foundation of what Zhou Enlai called a relationship of “equality and mutual benefit.”"
6kbXzwEACAAJ,The Cambridge History of Africa: From c. 1790 to c. 1870,,,1975,Africa,,,0,en,
aR4yAQAAQBAJ,Settler Economies in World History,,BRILL,2013-01-08,Business & Economics,,,629,en,"Settler colonialism was a major aspect of the imperial age that began in the sixteenth century and has encompassed the whole world unto the present. Modern settler societies have together constituted one of the major routes to economic development from their foundation in resource abundance and labour scarcity. This book is a major and wide-ranging comparative historical enquiry into the experiences of the settler world. The roles of indigenous dispossession, large-scale immigrant labour, land a"
pWg7EAAAQBAJ,History of Modern Islamic Civilization,Fulki Ainur Rafi,Blurb Incorporated,2021-07-17,History,,,86,en,"This book is the result of the author's study of various themes and problems that occurred in the history of this modern period. However, the discussion is still an introduction or only briefly discussed."
o279uAAACAAJ,A History of the Huguenots of the Dispersion at the Recall of the Edict of Nantes (1880),Reginald Lane Poole,,2008-06,,,,262,en,"This scarce antiquarian book is a facsimile reprint of the original. Due to its age, it may contain imperfections such as marks, notations, marginalia and flawed pages. Because we believe this work is culturally important, we have made it available as part of our commitment for protecting, preserving, and promoting the world's literature in affordable, high quality, modern editions that are true to the original work."
p4C-0AEACAAJ,"History of Cleopatra, Queen of Egypt",Jacob Abbott,,2024-04,Biography & Autobiography,,,0,en,
4ad-GxhfYggC,American Architectural History,Keith Eggener,Psychology Press,2004,Architecture,,,476,en,"This book presents a collection of recent writings on architecture and urbanism in the United States, with topics ranging from colonial to contemporary times."
WGd2dLHiAJ4C,Proceedings of the Boston Society of Natural History,Boston Society of Natural History,,1884,Natural history,,,524,en,
LRTU0n3IcEYC,Baseball,Benjamin G. Rader,University of Illinois Press,2002,Sports & Recreation,,,328,en,"""In this second edition of his lively, compact history of America's game--widely recognized as the best of its kind--Benjamin G. Rader expands his scope to include commentary on baseball in the 1990s: the building of retroparks, the return of the Yankees, the dizzying race for new home-run records, and other topics."""
WYFjuQEACAAJ,A History of Armenia,Vahan M. Kurkjian,Indoeuropeanpublishing.com,2018-07,Art,,,414,en,"The volume is an easy reading and a must for the beginner student and interested party of the history of Armenia as well as for those more familiar with Armenian and its history. The author, an expert on Armenian history, has masterfully covered all aspects of the Armenian history such as Armenian literature, Armenian Church, the history of Armenian old and modern language, architecture, sculpture, music etc. along with all the historical events, starting from the beginning of the human civiliza"
44cwnwEACAAJ,Created Equal,"Jacqueline A. Jones, Peter H. Wood, Thomas Borstelmann, Vicki L. Ruiz, Elaine Tyler May",Pearson College Division,2013-07-30,History,,,752,en,"ALERT: Before you purchase, check with your instructor or review your course syllabus to ensure that you select the correct ISBN. Several versions of Pearson's MyLab & Mastering products exist for each title, including customized versions for individual schools, and registrations are not transferable. In addition, you may need a CourseID, provided by your instructor, to register for and use Pearson's MyLab & Mastering products. Packages Access codes for Pearson's MyLab & Mastering products may n"
5gwxEAAAQBAJ,"A History of International Monetary Diplomacy, 1867 to the Present",Giulio M. Gallarotti,Routledge,2021-07-28,Business & Economics,,,210,en,"This book is about how the rise of democracy has transformed economics over the past 150 years. As voting was expanded to the masses in the late 19th century, political leaders faced emergent pressures to deliver prosperity to their newly enfranchised populations. This led to the rise of the guardian state: a state whose prime directive was to protect economic growth and employment. Domestic economic goals now became sacrosanct, and if that meant a failure on the international stage to construct"
c6r9wAEACAAJ,The French Revolution,Thomas Carlyle,,1879,France,,,,en,
SsBUugEACAAJ,A History of Brazil,,,,,,,,en,
tSKVvQEACAAJ,Economic and Social History of the World War,,,1925,Archives,,,445,en,
Q351AAAAMAAJ,Schoolbook Nation,Joseph Moreau,,2003-10-13,Education,,,424,en,An unbiased examination of the century-and-a-half-long culture wars fought in the pages of our country's history texts
KA9CDwAAQBAJ,A Quick History of the Mayan Civilization - History for Kids | Children's History Books,Baby Professor,Speedy Publishing LLC,2017-12-01,Art,,,64,en,"Looking back and learning about the ancient times can get boring. Dates, people, facts and events can get overwhelming especially to young children. But historical facts are important in shaping the future. That is why we took the initiative of creating powerful learning materials that are able to attract and keep learners’ attention. Take a look at this book today!"
uFx2AwAAQBAJ,Studies in World History Volume 3 (Teacher Guide),James P. Stobaugh,New Leaf Publishing Group,2014-04-01,History,,,326,en,"Teacher guides include insights, helps, and weekly exams, as well as answer keys to easily grade course materials! Help make your educational program better - use a convenient teacher guide to have tests, answer keys, and concepts! An essential addition for your coursework - team your student book with his convenient teacher guide filled with testing materials, chapter helps, and essential ways to extend the learning program."
wBmyxTIV1eMC,A History of Pergamum,Richard Evans,Bloomsbury Publishing,2012-04-26,History,,,240,en,The first monograph in English to focus on Pergamum in this period.
Rvlcf4JsrYsC,Another Freedom,Svetlana Boym,University of Chicago Press,2010-06,History,,,376,en,"By offering a fresh look at the strange history of this idea, Another Freedom delivers a nuanced portrait of freedom's unpredictable occurrences and unexplored plots, one whose repercussions will be felt well into the future. --Book Jacket."
2J6GxQEACAAJ,History of the Balkans:,Barbara Jelavich,Cambridge University Press,1983-07-29,History,,,512,en,"This volume concentrates on the Balkan wars and World War II, which both had their origins in the desire of nationalist circles to complete the territorial unification of their states. A substantial part of this book deals with the wartime experience, the establishment of the postwar regimes and their internal development to 1980 and the divergent paths followed by the five states (Bulgaria, Greece, Montenegro, Romania and Serbia) since 1945."
9orDEAAAQBAJ,A History of Modern Librarianship,"Pamela Spence Richards, Wayne A. Wiegand, Marija Dalbello",Bloomsbury Publishing USA,2015-05-26,Language Arts & Disciplines,,,269,en,"A broad, comparative history of librarianship, this intriguing work goes beyond the standard focus on institutions and collections to help you explore the part modern librarianship played—and continues to play—in forming Western cultures. Previous histories of libraries in the Western world—the last of which was published nearly 20 years ago—concentrate on libraries and librarians. This book takes a different approach. It focuses on the practice of librarianship, showing you how that practice ha"
pvtGAAAAMAAJ,The Story of Psychology,Robert C. Bolles,Wadsworth Publishing Company,1993,Education,,,472,en,"A distinguished psychological researcher, Bolles tells an intriguing story of the history of psychology in a casual and relaxed fashion. Written with the senior psychology student in mind, he conveys an understanding of the present state of psychology and the direction that cognitive psychology is headed. Bolles carefully structures the text to help readers understand what science is, the contribution by gestaltists, and the value of applied psychology. Emphasizing key participants such as Wundt"
HpezswEACAAJ,A History of American Literature Since 1870,Fred Lewis Pattee,Forgotten Books,2015-06-25,Literary Collections,,,465,en,"Excerpt from A History of American Literature Since 1870 American literature in the larger sense of the term began with Irving, and, if we count The Sketch Book as the beginning, the centennial year of its birth is yet four years hence. It has been a custom, especially among the writers of text-books, to divide this century into periods, and all have agreed at one point: in the mid-thirties undoubtedly there began a new and distinct literary movement. The names given to this new age, which corre"
ho0sCAAAQBAJ,Studying Singapore's Past,"Ping Tjin Thum, Karl Hack, Kevin Blackburn, John Bastin, Anthony Milner, Kelvin W.K. Ng, A.J. Stockwell, Jason Lim",NUS Press,2012-07-01,History,,,274,en,"C.M. (Mary) Turnbull's contributions to historical writing on Singapore extended from her 1962 thesis, published in 1972 as ""The Straits Settlements, 1826-1867: Indian Presidency to Crown Colony"", to her magisterial history of Singapore, first published in 1977 and re-issued in 2009 in an updated edition as A History of Singapore, 1819-2005. Her approach to history involved detailed work with documents and published materials, with a particular focus on political and economic history. One contri"
jVz9AAAAQBAJ,The History of American Homeopathy,John S Haller,Rutgers University Press,2009-08-19,Medical,,,211,en,"Although scorned in the early 1900s and publicly condemned by Abraham Flexner and the American Medical Association, the practice of homeopathy did not disappear. Instead, it evolved with the emergence of holistic healing and Eastern philosophy in the United States and today is a form of alternative medicine practiced by more than 100,000 physicians worldwide and used by millions of people to treat everyday ailments as well as acute and chronic diseases. The History of American Homeopathy traces "
NkMxDwAAQBAJ,History of New Zealand,History and Civilization Collection,LM Publishers,2017-08-16,History,,,286,en,"This book presents the History of New Zealand : the ""Land of the Long White Cloud"". New Zealand is an Island country of the southwestern Pacific Ocean. The date of man's arrival in New Zealand is uncertain. All that can be safely asserted is that by the 14th century A.D. Polynesian canoe-men had reached its northern shores in successive voyages. By 1642 they had spread to South Island, for there Abel Jansen Tasman found them when, in the course of his circuitous voyage from Java in the “Heemskir"
inND87EFFF4C,By the Sword,Richard Cohen,Modern Library,2007-12-18,History,,,562,en,"“Like swordplay itself, By the Sword is elegant, accurate, romantic, and full of brio—the definitive study, hugely readable, of man’s most deadly art.”—Simon Winchester With a new Preface by the author Napoleon fenced. So did Shakespeare, Karl Marx, Grace Kelly, and President Truman, who as a schoolboy would practice fencing with Bess—his future wife— when the two of them returned home from school. Lincoln was a canny dueler. Ignatius Loyola challenged a man to a duel for denying Christ’s divini"
Ql5nAAAAMAAJ,"History of Britain, A - Volume I",Simon Schama,Miramax,2000-10-25,History,4,2,424,en,"In this magnificent work, one of the most celebrated historians of our day brings the early history of Britain dramatically to life with a wealth of stories and vivid, colorful detail, reanimating familiar figures and events and drawing them skillfully into a powerful and compelling narrative. This first in Schama's two-part epic history is timed to coincide with the History Channel's broadcast of the first seven episodes of ""The History of Britain"" in October 2000."
ueHISGwtYfsC,"Modern Historians on British History, 1485-1945",G. R. Elton,,2009-12-01,History,,,239,en,"The twenty-five year period following the Second World War saw an enormous expansion of activity in the writing of the history of modern Britain, and with that expansion a major transformation of the state of knowledge in many parts of the area. First published in 1970, this Revivals reissue, which includes an extensive coverage of books and a reasonable selection of articles, endeavours both to survey the work done and to reduce it to some comprehensible order. It indicates achievements and pro"
r7yEjwEACAAJ,History as Art and as Science,Henry Stuart Hughes,,1965,History,,,112,en,
XKAHwQEACAAJ,The Mosquito,Timothy Charles Winegard,Dutton Books,2019,Death,,,0,en,"A pioneering and groundbreaking work of narrative nonfiction that offers a dramatic new perspective on the history of humankind, this text shows how through millennia, the mosquito has been the single most powerful force in determining humanity's fate."
3n8WAQAAIAAJ,"War, Progress, and the End of History",Vladimir Sergeyevich Solovyov,Lindisfarne Books,1990,"Body, Mind & Spirit",,,210,en,"In this prophetic, millennial work, written by Russia's greatest philosopher at the end of the last century, the great task facing humanity as progress races to end history is the resistance to evil. Solovyov addresses what seem to him the three main trends of our time: economic materialism, Tolstoyan abstract moralism, and Nietzschean hubris--the first is already present, the second imminent, while the last is the apocalyptic precursor of the Antichrist."
T6RJDwAAQBAJ,When History Is Personal,Mimi Schwartz,U of Nebraska Press,2018-03-01,Biography & Autobiography,,,268,en,"When History Is Personal contains the stories of twenty-five moments in Mimi Schwartz’s life, each heightened by its connection to historical, political, and social issues. These essays look both inward and outward so that these individualized tales tell a larger story—of assimilation, the women’s movement, racism, anti-Semitism, end-of-life issues, ethics in writing, digital and corporate challenges, and courtroom justice. A shrewd and discerning storyteller, Schwartz captures history from her "
ENacMQEACAAJ,The Cambridge Economic History of the Greco-Roman World,"Walter Scheidel, Ian Morris, Richard P. Saller",Cambridge University Press,2012-11-22,History,,,0,en,"In this, the first comprehensive one-volume survey of the economies of classical antiquity, twenty-eight chapters summarise the current state of scholarship in their specialised fields and sketch new directions for research. The approach taken is both thematic, with chapters on the underlying determinants of economic performance, and chronological, with coverage of the whole of the Greek and Roman worlds extending from the Aegean Bronze Age to Late Antiquity. The contributors move beyond the sub"
lu71XwAACAAJ,The Illustrated Encyclopedia of Ancient Greece,Nigel Rodgers,,2012,Greece,,,0,en,"The legacy of the ancient Greeks has shaped our world. Their military prowess, political sophistication, and cultural innovations continue to influence modern society. This reference guide evokes the magnificent heritage of classical Greece."
_aVCMwEACAAJ,Numen. International Review for the History of Religions,INTERNATIONAL ASSOCIATION FOR THE HISTORY OF RELIGIONS.,,1954,,,,,en,
5baCjwEACAAJ,History of the Conquest of Peru,William Hickling Prescott,Arkose Press,2015-11-04,,,,578,en,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of A"
nM4iDAAAQBAJ,My Revision Notes: OCR AS/A-level History: Democracy and Dictatorships in Germany 1919-63,Nicholas Fellows,Hodder Education,2017-05-30,Study Aids,,,157,en,"Exam Board: OCR Level: AS/A-level Subject: History First Teaching: September 2015 First Exam: Summer 2016 Target success in OCR AS/A-level History with this proven formula for effective, structured revision; key content coverage is combined with exam preparation activities and exam-style questions to create a revision guide that students can rely on to review, strengthen and test their knowledge. - Enables students to plan and manage a successful revision programme using the topic-by-topic plann"
7BJWA6rkLc0C,Sociology in America,Craig Calhoun,University of Chicago Press,2007-03,Social Science,,,929,en,This is an exploration of the growth of American sociology as it addressed changes and challenges throughout the 20th century covering topics ranging from the discipline's intellectual roots to understanding (and misunderstanding) of race and gender to the impact of the Depression and the 1960s.
1UorswEACAAJ,Catholicism and History,Owen Chadwick,,1978,,,,174,en,
lpVCrgEACAAJ,The History of the Kings of Britain,Geoffrey Monmouth,,2015-03-26,,,,322,en,"""The History of the Kings of Britain,"" which was published in the 12th century, is one of the first books to have ever collected the stories of King Arthur and the Prophesies of Merlin. It contains the original subject matter for the story of Shakespeare's King Lear and some histories of Brutus and the origin of the British Isles. A masterpiece in the English literary canon."
eBEfKQEACAAJ,Using New Technologies to Enhance Teaching and Learning in History,Terry Haydn,,2013,EDUCATION,,,0,en,"This collection offers practical guidance and examples of the ways in which new technology can enhance pupil engagement in the subject, impact on knowledge retention, get pupils learning outside the history classroom, and help them to work collaboratively using a range of Web 2.0 applications."
6bZawwEACAAJ,"The Cambridge History of China: Volume 5, Sung China, 960-1279 AD","John W. Chaffee, Denis Twitchett",Cambridge University Press,2015-03-11,History,,,,en,"This is the second of two volumes on the Sung Dynasty, which together provide a comprehensive history of China from the fall of the T'ang Dynasty in 907 to the Mongol conquest of the Southern Sung in 1279. With contributions from leading historians in the field, Volume 5, Part Two paints a complex portrait of a dynasty beset by problems and contradictions, but one which, despite its military and geopolitical weakness, was nevertheless economically powerful, culturally brilliant, socially fluid a"
jq5WvgAACAAJ,HIST OF ENGLISH CRITICISM BEIN,George 1845-1933 Saintsbury,Wentworth Press,2016-08-26,History,,,572,en,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of "
T8TVCwAAQBAJ,Fallen Glory,James Crawford,Macmillan + ORM,2017-03-07,Architecture,,,500,en,"“A narrative that spans seven millennia, five continents and even reaches into cyberspace. . . . I savored each page.” —Henry Petroski, Wall Street Journal In Fallen Glory, James Crawford uncovers the biographies of some of the world’s most fascinating lost and ruined buildings, from the dawn of civilization to the cyber era. The lives of these iconic structures are packed with drama and intrigue, featuring war and religion, politics and art, love and betrayal, catastrophe and hope. They provide"
LQJREAAAQBAJ,A History of the Spanish Lexicon,Steven N. Dworkin,Oxford University Press,2012-06-07,Language Arts & Disciplines,,,334,en,This history of the Spanish lexicon is written from the interacting perspectives of linguistic and cultural change and in the light of advances in the study of language contact and lexical change. The author describes the language inherited from spoken Latin in the Iberian Peninsula during six centuries of Roman occupation and examines the degree to which it imported words from the languages - of which only Basque survives - of pre-Roman Spain. He then shows how Germanic words were imported eith
09aAAgAAQBAJ,An Economic History of London 1800-1914,"Professor Michael Ball, David T Sunderland",Routledge,2001-04-26,Business & Economics,,,621,en,"In 1800 London was already the largest city in the world, and over the course of the next century its population grew rapidly, reaching over seven million by 1914. Historians have often depicted London after the Industrial Revolution as an industrial backwater that declined into the mass exploitation of labour through 'sweating', dominated by City"
d0ETAAAAYAAJ,Sino-Iranica,Berthold Laufer,Books on Demand,1919,Science,5,1,464,en,
x3LFjgEACAAJ,Hero Tales from American History (Annotated),"Henry Cabot Lodge, Theodore Roosevelt",Createspace Independent Publishing Platform,2015-11-08,,,,154,en,"To you we owe the suggestion of writing this book. Its purpose, as you know better than any one else, is to tell in simple fashion the story of some Americans who showed that they knew how to live and how to die; who proved their truth by their endeavor; and who joined to the stern and manly qualities which are essential to the well-being of a masterful race the virtues of gentleness, of patriotism, and of lofty adherence to an ideal."
TIofQwAACAAJ,A History of Mathematical Notations,Florian Cajori,Cosimo Classics,2015-10,Mathematical notation,,,864,en,"Described even today as ""unsurpassed,"" this history of mathematical notation stretching back to the Babylonians and Egyptians is one of the most comprehensive written. In two impressive volumes, first published in 1928-9 and reproduced here under one cover, distinguished mathematician Florian Cajori shows the origin, evolution, and dissemination of each symbol and the competition it faced in its rise to popularity or fall into obscurity. Illustrated with more than a hundred diagrams and figures,"
2liyzQEACAAJ,Agricultural History,Agricultural History Society,,1993,,,,116,en,
1OwXAAAAYAAJ,The Oxford History of Mexico,"Michael C. Meyer, William H. Beezley",Oxford University Press,2000-07-24,History,,,744,en,"Mexico is a country of fascinating contrasts--glorious history and tumultuous politics, extraordinary culture and desperate poverty, ancient traditions and rapid modernization. Yet despite the growing curiosity about Mexico due to increased trade and commerce, mostly resulting from NAFTA, as well as increased tourism and immigration, there is presently no up-to-date, accessible history of Mexico for general readers. The Oxford History of Mexico, edited by Michael Meyer and William Beezley is a c"
JyYxxwOiSxMC,Atlantic History : A Critical Appraisal,"Jack P. Greene Andrew W. Mellon Professor in the Humanities Johns Hopkins University, Philip D. Morgan Professor of History Johns Hopkins University","Oxford University Press, USA",2008-12-02,History,,,384,en,"Atlantic history, with its emphasis on inter-regional developments that transcend national borders, has risen to prominence as a fruitful perspective through which to study the interconnections among Europe, North America, Latin America, and Africa. These original essays present a comprehensive and incisive look at how Atlantic history has been interpreted across time and through a variety of lenses from the fifteenth through the early nineteenth century. Editors Jack P. Greene and Philip D. Mor"
P_XtAAAAMAAJ,An Edible History of Humanity,Tom Standage,Atlantic Books,2009,Business & Economics,,,296,en,Customs.
j6vqywEACAAJ,Communist Pigs,Thomas Fleischman,Weyerhaeuser Environmental Boo,2020-07-07,History,,,288,en,"The pig played a fundamental role in the German Democratic Republic?s attempts to create and sustain a modern, industrial food system built on communist principles. By the mid-1980s, East Germany produced more pork per capita than West Germany and the UK, while also suffering myriad unintended consequences of this centrally planned practice: manure pollution, animal disease, and rolling food shortages. The pig is an incredibly adaptive animal, and historian Thomas Fleischman uncovers three types"
M0T5WNMY1ZUC,The Hidden History of the Tibetan Book of the Dead,Department of Religion Florida State University Bryan J. Cuevas Assistant Professor of Buddhist and Tibetan Studies,"Oxford University Press, USA",2003-03-27,Religion,,,348,en,"In 1927, Oxford University Press published the first western-language translation of a collection of Tibetan funerary texts (the Great Liberation upon Hearing in the Bardo) under the title The Tibetan Book of the Dead. Since that time, the work has established a powerful hold on the western popular imagination, and is now considered a classic of spiritual literature. Over the years, The Tibetan Book of the Dead has inspired numerous commentaries, an illustrated edition, a play, a video series, a"
mAE0xgEACAAJ,Black History Journal,Vepa Journals Black History Journal,,2019-06-02,,,,122,en,"Grab this cute funny Milk Chocolate Black History Gift Melanin Political Journal a gift for your daughter, son, brother, sister, girlfriend, boyfriend, wife, husband, dad, mom, aunt, uncle, grandma or grandpa who loves Black History Notebooks Usage: Gratitude Journal 5 Minute Journal Affirmation Journal Mindfulness Journal Happiness, Positivity, Mood Journal Prayer Journal Writing, Poetry Journal Travel Journal Work, Goal Journal Daily Planner Dream Journal Yoga, Fitness, Weight Loss Journal Rec"
4axAEQAAQBAJ,On the Trail of Scotland's History,David R Ross,Luath Press Ltd,2024-05-09,History,,,187,en,"An essential read for those who are passionate about Scotland and its mysterious and beautiful tapestry of history and landscape. In this book David R. Ross tracks Scotland through the ages, detailing incidents, places and people that are key to Scotland's history, from the Dark Ages to Devolution. Leading his readers to ancient monuments and the stories surrounding them, to modern cities and the burial sites of kings, Ross guides us on a quest to discover the essentials of Scottish history – an"
DlNivgAACAAJ,The Journal of the Natural History Society of Siam Volume V.1 1914-1916,Natural History Society of Siam,Palala Press,2016-05-24,,,,,en,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work.This work is in the public domain in the United States of A"
AQh1swEACAAJ,Iceland's 1100 Years,Gunnar Karlsson,,2018-04,,,,432,en,"'Iceland's 1100 Years' recounts the history of a society on the margin of Europe as well as on the margin of reaching the size and wealth of a proper state. Iceland is unique among the European societies in being founded as late as the Viking Age, and in surviving for centuries without any central power after Christianity had introduced the art of writing. This was the age of the Sagas, which are not only literature but also a rare treasury of sources about a stateless society.In sharp contrast "
PvvgAAAAMAAJ,Publications of the Scottish History Society,Scottish History Society,,1944,Scotland,,,358,en,
yTg6YeE33NYC,Workers Across the Americas,Leon Fink,OUP USA,2011-04-13,Business & Economics,,,486,en,"The first major volume to place U.S.-centered labor history in a transnational focus, Workers Across the Americas collects the newest scholarship of Canadianist, Caribbeanist, and Latin American specialists as well as U.S. historians. These essays highlight both the supra- and sub-national aspect of selected topics without neglecting nation-states themselves as historical forces. Indeed, the transnational focus opens new avenues for understanding changes in the concepts, policies, and practice o"
kfAzvgAACAAJ,Biodiversity and Earth History,"Jens Boenigk, Sabina Wodniok, Edvard Glücksman",Springer,2016-10-18,Science,,,0,en,"This uniquely interdisciplinary textbook explores the exciting and complex relationship between Earth’s geological history and the biodiversity of life. Its innovative design provides a seamless learning experience, clarifying major concepts step by step with detailed textual explanations complemented by detailed figures, diagrams and vibrant pictures. Thanks to its layout, the respective concepts can be studied individually, as part of the broader framework of each chapter, or as they relate to"
Le4P4M6z2PYC,Warrior Race,Lawrence James,St. Martin's Press,2007-04-01,History,,,582,en,"Modern Britain is a nation shaped by wars. The boundaries of its separate parts are the outcome of conquest and resistance. The essence of its identity are the warrior heroes, both real and imagined, who still capture the national imagination: from Boadicea to King Arthur, Rob Roy to Henry V, the Duke of Wellington to Winston Churchill. It is a sense of identity that grew under careful cultivation during the global struggles of the eighteenth century, and found its most powerful expression durin"
YkYwAQAAIAAJ,East Africa,Robert M. Maxon,,2009,History,,,348,en,"""East Africa: An Introductory History documents the transformation of East Africa from the Stone Age to the first decade of the twenty-first century. The book is ideal for any reader interested in unraveling the intricate history of East Africa, and especially for students coming to the study of this region for the first time.""--BOOK JACKET."
t0HTswEACAAJ,The History of the Conquest of Mexico by the Spaniards ...: Tr. Into English from the Original Spanish of Don Antonio de Solis,Antonio De Solis,Palala Press,2018-02-14,History,,,498,en,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of "
igPFtAEACAAJ,Brazil,Leslie Bethell,University of London Press,2018,Brazil,,,0,en,"Introduction : Why Brazil? An autobiographical fragment, page 1 -- 1. Brazil and Latin America, page 19 -- 2. Britain and Brazil (1808-1914), page 57 -- 3. The Paraguayan War (1864-70), page 93 -- 4. The decline and fall of slavery in Brazil (1850-88), page 113 -- 5. The long road to democracy in Brazil, page 147 -- 6. Populism in Brazil, page 175 -- 7. The failure of the Left in Brazil, page 195."
TkfCDwAAQBAJ,America and Iran,John Ghazvinian,Vintage,2021-01-26,History,,,688,en,"A NEW YORK TIMES NOTABLE BOOK OF THE YEAR • A hugely ambitious, “delightfully readable, genuinely informative” portrait (The New York Times) of the two-centuries-long entwined histories of Iran and America—two powers who were once allies and now adversaries—by an admired historian and former journalist. In this rich, fascinating history, John Ghazvinian traces the complex story of the relations between these two nations back to the Persian Empire of the eighteenth century—the subject of great ad"
